Variables=x,y
Zone n=839,e=1559,f=fepoint,et=triangle
0.000000	0.000000
1.000000	0.000000
2.000000	0.000000
3.000000	0.000000
3.000000	1.000000
0.000000	1.000000
0.100000	0.000000
0.192500	0.000000
0.278062	0.000000
0.357208	0.000000
0.430417	0.000000
0.498136	0.000000
0.560776	0.000000
0.618718	0.000000
0.672314	0.000000
0.721890	0.000000
0.767748	0.000000
0.810167	0.000000
0.849405	0.000000
0.885699	0.000000
0.919272	0.000000
0.946181	0.000000
0.973091	0.000000
1.023376	0.008921
1.046954	0.017795
1.070761	0.026501
1.094815	0.034914
1.119121	0.042899
1.143669	0.050329
1.168399	0.057170
1.193226	0.063435
1.218071	0.069147
1.242857	0.074331
1.267511	0.079014
1.292386	0.083272
1.317585	0.087100
1.343039	0.090468
1.368678	0.093347
1.394423	0.095713
1.420195	0.097557
1.445909	0.098880
1.471482	0.099689
1.496834	0.099996
1.521888	0.099817
1.547160	0.099149
1.572662	0.097976
1.598315	0.096285
1.624037	0.094070
1.649747	0.091331
1.675364	0.088084
1.700812	0.084353
1.726017	0.080167
1.750908	0.075559
1.775437	0.070553
1.800091	0.065025
1.824801	0.058944
1.849490	0.052284
1.874080	0.045023
1.898498	0.037168
1.922711	0.028828
1.946711	0.020141
1.964500	0.013508
1.982258	0.006778
2.025000	0.000000
2.051875	0.000000
2.080766	0.000000
2.111823	0.000000
2.145210	0.000000
2.181100	0.000000
2.219683	0.000000
2.261159	0.000000
2.305746	0.000000
2.353677	0.000000
2.405203	0.000000
2.460593	0.000000
2.520138	0.000000
2.584148	0.000000
2.652959	0.000000
2.726931	0.000000
2.806451	0.000000
2.870967	0.000000
2.935484	0.000000
3.000000	0.100000
3.000000	0.205000
3.000000	0.315250
3.000000	0.431013
3.000000	0.552563
3.000000	0.680191
3.000000	0.786794
3.000000	0.893397
2.850000	1.000000
2.700000	1.000000
2.550000	1.000000
2.400000	1.000000
2.250000	1.000000
2.100000	1.000000
1.950000	1.000000
1.800000	1.000000
1.650000	1.000000
1.500000	1.000000
1.350000	1.000000
1.200000	1.000000
1.050000	1.000000
0.900000	1.000000
0.750000	1.000000
0.600000	1.000000
0.450000	1.000000
0.300000	1.000000
0.150000	1.000000
0.000000	0.850000
0.000000	0.707500
0.000000	0.572125
0.000000	0.443519
0.000000	0.321343
0.000000	0.214229
0.000000	0.107114
0.000000	0.053557
0.986515	0.024137
2.003414	0.017903
1.742742	0.101008
1.483834	0.123495
1.225517	0.094545
1.982883	0.029681
1.008124	0.023117
1.962860	0.038573
1.250641	0.099758
1.767892	0.095957
1.509482	0.123573
1.717323	0.105673
1.200345	0.088927
1.457972	0.123058
1.027127	0.033768
1.941362	0.046815
1.792955	0.090509
1.175092	0.082844
1.275879	0.104552
1.050701	0.043593
1.535148	0.123290
1.917808	0.055193
1.691597	0.109886
1.818087	0.084592
1.431872	0.122143
1.149831	0.076206
1.075021	0.052660
1.893330	0.063347
1.843268	0.078118
1.124678	0.068959
1.099727	0.061103
1.868400	0.071031
1.301384	0.108874
1.561023	0.122521
1.665620	0.113578
1.405637	0.120659
1.327175	0.112673
1.587095	0.121181
1.639484	0.116705
1.379382	0.118583
1.353200	0.115916
1.613278	0.119243
2.028267	0.024709
0.959565	0.024662
2.004606	0.043217
1.003553	0.048144
1.785736	0.117296
1.982259	0.055958
1.207477	0.115701
1.029316	0.060063
1.960417	0.065535
1.811202	0.111433
1.181933	0.109692
1.232906	0.121411
1.053816	0.070677
1.937532	0.074174
1.836820	0.105132
1.156216	0.103247
1.079251	0.080045
1.913259	0.082603
1.862520	0.098238
1.760301	0.122840
1.130451	0.096202
1.104793	0.088482
1.888100	0.090696
1.496705	0.148473
0.974682	0.048966
1.258448	0.126818
1.734664	0.128068
1.522587	0.148545
1.470686	0.148436
1.284299	0.131787
1.708654	0.132881
1.548780	0.148343
1.444184	0.148088
2.056664	0.029186
0.930983	0.025439
1.310498	0.136168
1.682275	0.137138
1.575326	0.147500
1.417370	0.147071
1.336982	0.139896
1.655644	0.140754
1.602069	0.145952
1.390498	0.145361
1.363674	0.142965
1.628877	0.143698
2.030628	0.053760
0.945758	0.050677
2.005097	0.071984
1.009175	0.074314
1.981326	0.084651
1.188475	0.138149
1.804594	0.139926
0.988958	0.070331
1.029334	0.088145
1.958116	0.094432
1.830386	0.133761
1.162601	0.131872
1.056694	0.099798
1.934024	0.103297
1.856541	0.127152
1.136345	0.125135
1.083555	0.109287
1.908780	0.111800
1.882800	0.119811
1.109969	0.117627
1.214053	0.144310
2.061053	0.061405
1.779010	0.145959
0.963951	0.076258
2.088201	0.032044
0.899798	0.026514
1.239723	0.150374
0.914470	0.052308
1.753252	0.151846
1.509714	0.174731
1.484334	0.174867
1.265835	0.156254
1.727021	0.157523
1.535671	0.175708
2.032502	0.085626
1.457733	0.175929
1.292545	0.161566
1.700164	0.162663
1.562670	0.175803
1.429975	0.175749
0.930991	0.078938
1.319665	0.166008
1.672871	0.166981
1.590141	0.174951
1.402190	0.174552
2.005414	0.103251
1.346999	0.169643
1.645378	0.170477
1.617775	0.173138
1.374524	0.172506
0.993468	0.102553
1.980399	0.115686
1.030422	0.120119
1.955890	0.125594
1.168650	0.161439
